age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Xác suất mở (%),Dự đoán
28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,690,1,-1,0,unknown,82.37,Có mở
33,services,divorced,secondary,no,44,no,yes,cellular,23,jul,529,1,-1,0,unknown,55.61,Có mở
32,management,single,secondary,no,131,yes,yes,cellular,23,jul,1152,2,-1,0,unknown,87.24,Có mở
32,blue-collar,married,secondary,no,476,yes,no,cellular,23,jul,956,9,-1,0,unknown,83.36,Có mở
47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,957,3,-1,0,unknown,85.83,Có mở
50,entrepreneur,married,tertiary,no,-168,yes,no,cellular,23,jul,1327,2,-1,0,unknown,84.3,Có mở
27,technician,married,secondary,no,-392,yes,no,cellular,23,jul,228,2,-1,0,unknown,19.36,Không mở
45,admin.,married,secondary,no,524,yes,no,cellular,23,jul,808,1,-1,0,unknown,82.68,Có mở
51,admin.,single,secondary,no,895,no,no,cellular,23,jul,638,2,-1,0,unknown,75.48,Có mở
36,admin.,married,secondary,no,212,yes,yes,cellular,23,jul,1201,6,-1,0,unknown,86.91,Có mở
51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,unknown,84.16,Có mở
33,services,single,tertiary,no,395,yes,no,cellular,23,jul,1359,6,-1,0,unknown,85.98,Có mở
59,technician,married,secondary,no,135,yes,yes,cellular,23,jul,416,4,-1,0,unknown,29.82,Không mở
38,entrepreneur,married,tertiary,no,0,no,no,cellular,23,jul,532,2,-1,0,unknown,62.38,Có mở
40,services,married,secondary,no,471,yes,no,cellular,24,jul,430,4,-1,0,unknown,45.79,Không mở
51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,-1,0,unknown,77.69,Có mở
41,entrepreneur,single,secondary,no,663,no,no,cellular,24,jul,1204,1,-1,0,unknown,87.36,Có mở
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,86.59,Có mở
31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,87.13,Có mở
28,admin.,single,secondary,no,2,yes,no,cellular,24,jul,454,1,-1,0,unknown,67.64,Có mở
41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown,70.48,Có mở
33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,1491,2,-1,0,unknown,86.49,Có mở
25,student,single,secondary,no,1747,yes,no,cellular,24,jul,903,1,-1,0,unknown,92.17,Có mở
45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,8,-1,0,unknown,83.78,Có mở
31,blue-collar,married,primary,no,33,yes,no,cellular,24,jul,901,2,-1,0,unknown,80.38,Có mở
28,services,single,secondary,no,340,yes,no,cellular,24,jul,821,2,-1,0,unknown,87.66,Có mở
49,technician,divorced,secondary,no,305,no,no,cellular,24,jul,367,2,-1,0,unknown,50.74,Có mở
25,services,married,secondary,no,0,yes,no,cellular,24,jul,458,9,-1,0,unknown,65.74,Có mở
28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,1602,6,-1,0,unknown,90.57,Có mở
54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,-1,0,unknown,84.79,Có mở
28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,2,-1,0,unknown,90.7,Có mở
27,technician,single,tertiary,no,372,yes,yes,cellular,25,jul,728,2,-1,0,unknown,83.97,Có mở
49,blue-collar,single,primary,no,566,yes,no,cellular,25,jul,979,2,-1,0,unknown,82.44,Có mở
53,blue-collar,married,primary,no,343,yes,no,cellular,25,jul,616,5,-1,0,unknown,68.6,Có mở
26,technician,single,secondary,no,941,no,yes,cellular,25,jul,784,1,-1,0,unknown,86.96,Có mở
37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,unknown,86.57,Có mở
34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,-1,0,unknown,79.64,Có mở
51,retired,married,primary,no,1495,no,no,telephone,25,jul,1946,4,-1,0,unknown,84.27,Có mở
39,housemaid,married,secondary,no,1444,no,no,telephone,25,jul,362,8,-1,0,unknown,35.92,Không mở
35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,79.15,Có mở
51,unemployed,married,primary,no,1162,yes,no,cellular,25,jul,2015,1,-1,0,unknown,85.08,Có mở
30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,87.79,Có mở
42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown,63.86,Có mở
54,management,married,secondary,no,1134,yes,no,cellular,25,jul,1330,3,-1,0,unknown,84.58,Có mở
51,blue-collar,married,primary,no,0,yes,yes,cellular,25,jul,946,3,-1,0,unknown,85.59,Có mở
57,retired,divorced,primary,no,63,no,yes,cellular,25,jul,1448,17,-1,0,unknown,85.28,Có mở
30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,23.07,Không mở
37,blue-collar,single,secondary,no,5024,no,yes,cellular,25,jul,661,4,-1,0,unknown,75.86,Có mở
39,technician,married,secondary,no,10685,yes,no,cellular,25,jul,1369,9,-1,0,unknown,85.85,Có mở
35,technician,married,tertiary,no,1629,no,no,cellular,25,jul,653,4,-1,0,unknown,75.49,Có mở
48,management,married,secondary,no,268,yes,no,cellular,28,jul,458,7,-1,0,unknown,48.55,Không mở
31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,664,8,-1,0,unknown,69.93,Có mở
35,self-employed,married,secondary,no,5613,yes,no,cellular,28,jul,699,3,-1,0,unknown,79.47,Có mở
48,housemaid,married,secondary,no,513,no,yes,cellular,28,jul,939,3,-1,0,unknown,86.13,Có mở
53,housemaid,married,primary,no,362,no,no,cellular,28,jul,1169,2,-1,0,unknown,83.38,Có mở
27,technician,single,secondary,no,3933,no,no,cellular,28,jul,837,3,-1,0,unknown,90.11,Có mở
55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,596,4,-1,0,unknown,64.85,Có mở
40,services,married,secondary,no,473,yes,no,cellular,28,jul,383,3,-1,0,unknown,36.14,Không mở
40,self-employed,single,tertiary,no,1616,no,no,telephone,28,jul,1009,7,-1,0,unknown,85.79,Có mở
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,-1,0,unknown,85.5,Có mở
54,retired,single,secondary,no,129,no,yes,cellular,28,jul,867,2,-1,0,unknown,82.85,Có mở
54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,unknown,58.31,Có mở
50,admin.,single,secondary,no,133,no,no,cellular,28,jul,890,4,-1,0,unknown,82.79,Có mở
48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,874,2,-1,0,unknown,84.27,Có mở
41,services,married,unknown,no,1538,no,no,cellular,29,jul,710,2,-1,0,unknown,79.66,Có mở
51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,600,2,-1,0,unknown,58.72,Có mở
42,technician,single,tertiary,no,2625,no,no,cellular,29,jul,2516,2,-1,0,unknown,87.34,Có mở
58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,2,-1,0,unknown,85.56,Có mở
47,unemployed,married,secondary,no,312,no,no,cellular,29,jul,884,1,-1,0,unknown,83.53,Có mở
58,admin.,married,secondary,no,145,yes,no,telephone,29,jul,616,13,-1,0,unknown,70.61,Có mở
41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808,3,-1,0,unknown,77.22,Có mở
50,admin.,married,secondary,no,2678,no,no,telephone,30,jul,1011,6,-1,0,unknown,85.43,Có mở
46,housemaid,married,secondary,no,271,yes,no,cellular,30,jul,1013,29,-1,0,unknown,83.87,Có mở
44,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,684,2,-1,0,unknown,71.6,Có mở
36,services,married,secondary,no,0,no,no,cellular,30,jul,843,2,-1,0,unknown,77.71,Có mở
58,management,divorced,secondary,no,3161,no,no,telephone,30,jul,542,2,-1,0,unknown,71.82,Có mở
44,unemployed,single,primary,yes,-4,no,yes,cellular,30,jul,788,2,-1,0,unknown,75.53,Có mở
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,83.01,Có mở
55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,77.31,Có mở
52,unemployed,married,primary,no,959,no,no,telephone,30,jul,694,2,-1,0,unknown,78.02,Có mở
60,retired,divorced,secondary,no,1091,no,no,cellular,30,jul,441,5,-1,0,unknown,66.88,Có mở
41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,81.06,Có mở
36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,-1,0,unknown,75.87,Có mở
41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,-1,0,unknown,58.29,Có mở
50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown,83.17,Có mở
44,housemaid,married,primary,no,-156,no,yes,cellular,30,jul,1211,2,-1,0,unknown,83.37,Có mở
54,technician,married,secondary,no,114,no,no,cellular,30,jul,458,3,-1,0,unknown,60.11,Có mở
35,management,married,tertiary,no,-468,yes,no,cellular,30,jul,540,8,-1,0,unknown,60.45,Có mở
59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,79.87,Có mở
42,entrepreneur,married,unknown,no,206,yes,no,cellular,30,jul,695,2,-1,0,unknown,76.83,Có mở
27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,-1,0,unknown,85.16,Có mở
59,housemaid,divorced,primary,no,2518,no,no,cellular,30,jul,675,3,-1,0,unknown,80.6,Có mở
43,admin.,married,secondary,no,378,no,no,cellular,30,jul,782,8,-1,0,unknown,78.5,Có mở
39,technician,single,secondary,no,391,no,yes,cellular,30,jul,962,4,-1,0,unknown,86.69,Có mở
33,unemployed,married,secondary,no,-144,no,no,cellular,30,jul,481,3,-1,0,unknown,59.86,Có mở
36,self-employed,single,tertiary,no,1240,no,no,cellular,31,jul,812,3,-1,0,unknown,83.82,Có mở
35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,72.1,Có mở
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,84.0,Có mở
55,technician,married,secondary,no,264,yes,yes,cellular,31,jul,1150,5,-1,0,unknown,86.46,Có mở
51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,574,2,-1,0,unknown,64.18,Có mở
48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,725,4,-1,0,unknown,73.43,Có mở
55,housemaid,divorced,primary,no,77,no,no,cellular,31,jul,463,6,-1,0,unknown,60.06,Có mở
30,services,married,secondary,no,48,yes,no,cellular,31,jul,662,13,-1,0,unknown,72.28,Có mở
53,blue-collar,married,primary,no,252,no,no,cellular,31,jul,727,4,-1,0,unknown,76.36,Có mở
40,blue-collar,married,secondary,no,1954,no,no,cellular,31,jul,1107,2,-1,0,unknown,83.69,Có mở
44,technician,married,primary,no,755,no,yes,cellular,31,jul,829,4,-1,0,unknown,81.9,Có mở
49,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212,4,-1,0,unknown,85.88,Có mở
40,admin.,married,secondary,no,341,no,no,cellular,31,jul,1142,5,-1,0,unknown,83.94,Có mở
58,unemployed,married,primary,no,1183,no,no,cellular,31,jul,1721,5,-1,0,unknown,84.35,Có mở
49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,unknown,83.33,Có mở
38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,-1,0,unknown,86.72,Có mở
51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,aug,870,1,-1,0,unknown,88.31,Có mở
36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,87.04,Có mở
55,retired,married,secondary,no,0,no,no,cellular,4,aug,1110,1,-1,0,unknown,85.31,Có mở
43,technician,married,tertiary,no,0,no,no,cellular,4,aug,1488,2,-1,0,unknown,84.35,Có mở
60,management,divorced,secondary,no,0,no,no,cellular,5,aug,603,3,-1,0,unknown,71.73,Có mở
57,retired,married,secondary,no,466,no,no,cellular,5,aug,641,2,-1,0,unknown,78.51,Có mở
41,technician,married,tertiary,no,515,no,no,cellular,5,aug,837,2,-1,0,unknown,84.26,Có mở
50,technician,married,tertiary,no,2313,no,no,cellular,5,aug,553,1,-1,0,unknown,76.48,Có mở
53,blue-collar,married,secondary,no,-8,no,no,cellular,5,aug,794,1,-1,0,unknown,64.97,Có mở
59,retired,married,primary,no,1634,yes,yes,cellular,5,aug,836,1,-1,0,unknown,87.18,Có mở
59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1134,1,-1,0,unknown,85.02,Có mở
52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,607,3,-1,0,unknown,78.58,Có mở
58,management,divorced,tertiary,no,1257,no,no,cellular,5,aug,1536,1,-1,0,unknown,90.22,Có mở
59,retired,married,primary,no,3400,yes,no,cellular,5,aug,515,3,-1,0,unknown,70.21,Có mở
49,technician,single,secondary,no,1377,no,no,cellular,5,aug,935,1,-1,0,unknown,89.07,Có mở
33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,unknown,89.66,Có mở
55,blue-collar,married,primary,no,512,no,no,cellular,5,aug,1200,2,-1,0,unknown,83.79,Có mở
42,technician,married,tertiary,no,921,no,no,cellular,5,aug,531,3,-1,0,unknown,75.27,Có mở
52,services,married,secondary,no,1000,no,no,cellular,5,aug,766,2,-1,0,unknown,82.34,Có mở
38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,-1,0,unknown,86.35,Có mở
55,technician,married,tertiary,no,169,no,yes,cellular,5,aug,618,2,-1,0,unknown,79.62,Có mở
49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,87.04,Có mở
56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,-1,0,unknown,53.56,Có mở
46,technician,married,secondary,no,940,no,no,cellular,5,aug,1227,2,-1,0,unknown,86.65,Có mở
57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,1357,4,-1,0,unknown,89.05,Có mở
61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown,79.38,Có mở
45,admin.,married,secondary,no,925,no,no,cellular,6,aug,406,2,-1,0,unknown,66.68,Có mở
39,management,married,tertiary,no,1836,no,no,cellular,6,aug,902,3,-1,0,unknown,85.43,Có mở
46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown,81.24,Có mở
43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,-1,0,unknown,78.1,Có mở
34,services,married,secondary,no,2956,no,no,cellular,6,aug,835,2,-1,0,unknown,86.74,Có mở
35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,-1,0,unknown,82.15,Có mở
36,management,divorced,tertiary,yes,36,no,no,cellular,6,aug,836,4,-1,0,unknown,83.52,Có mở
45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,490,2,-1,0,unknown,70.64,Có mở
47,technician,married,secondary,no,2480,no,no,cellular,6,aug,763,2,-1,0,unknown,84.24,Có mở
42,technician,married,tertiary,no,14282,yes,no,cellular,6,aug,649,4,-1,0,unknown,82.25,Có mở
40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,6,-1,0,unknown,78.01,Có mở
40,technician,divorced,secondary,no,311,no,no,cellular,6,aug,738,2,-1,0,unknown,82.63,Có mở
32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,87.21,Có mở
33,technician,single,secondary,no,3059,no,yes,cellular,6,aug,482,2,-1,0,unknown,72.42,Có mở
32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,-1,0,unknown,88.45,Có mở
46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown,83.47,Có mở
50,admin.,married,secondary,no,706,yes,no,cellular,6,aug,1250,4,-1,0,unknown,87.09,Có mở
51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown,89.17,Có mở
30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,unknown,90.59,Có mở
39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,-1,0,unknown,63.79,Có mở
47,admin.,married,secondary,no,3070,no,no,cellular,7,aug,663,4,-1,0,unknown,83.53,Có mở
40,technician,divorced,secondary,no,0,no,no,cellular,7,aug,674,2,-1,0,unknown,78.05,Có mở
50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,67.99,Có mở
60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,-1,0,unknown,56.24,Có mở
32,management,single,tertiary,no,4291,no,no,cellular,7,aug,1321,9,-1,0,unknown,91.29,Có mở
57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown,87.04,Có mở
41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,48.11,Không mở
50,technician,married,secondary,no,3176,no,no,cellular,7,aug,670,1,-1,0,unknown,85.31,Có mở
46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,51.84,Có mở
31,management,married,tertiary,no,676,no,no,cellular,7,aug,1182,1,-1,0,unknown,87.88,Có mở
36,technician,single,secondary,no,651,no,no,cellular,7,aug,876,1,-1,0,unknown,86.83,Có mở
45,technician,divorced,secondary,no,2657,no,no,cellular,7,aug,895,3,-1,0,unknown,87.85,Có mở
33,technician,divorced,secondary,no,801,no,no,cellular,7,aug,341,5,-1,0,unknown,43.12,Không mở
47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,unknown,89.59,Có mở
35,management,married,tertiary,no,82,no,no,cellular,8,aug,507,4,-1,0,unknown,72.74,Có mở
38,management,married,tertiary,no,179,no,no,unknown,8,aug,317,4,-1,0,unknown,10.99,Không mở
33,management,married,tertiary,no,1047,no,no,cellular,8,aug,512,4,-1,0,unknown,77.85,Có mở
44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,87.85,Có mở
31,management,single,tertiary,no,165,no,yes,cellular,8,aug,523,2,-1,0,unknown,67.51,Có mở
31,management,single,tertiary,no,37,no,no,cellular,8,aug,669,2,-1,0,unknown,78.5,Có mở
49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown,82.45,Có mở
52,services,married,primary,no,1625,no,no,cellular,8,aug,459,2,-1,0,unknown,69.93,Có mở
31,technician,married,tertiary,no,120,no,no,cellular,8,aug,1000,1,-1,0,unknown,87.36,Có mở
35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,84.38,Có mở
31,management,single,tertiary,no,2,no,no,cellular,8,aug,848,1,-1,0,unknown,84.95,Có mở
36,technician,divorced,secondary,no,1,no,no,cellular,8,aug,1242,3,-1,0,unknown,86.24,Có mở
39,management,married,tertiary,no,1795,no,no,cellular,8,aug,922,7,-1,0,unknown,87.82,Có mở
46,management,married,tertiary,no,4,no,no,cellular,8,aug,1206,4,-1,0,unknown,85.3,Có mở
48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,856,3,-1,0,unknown,81.57,Có mở
36,management,married,tertiary,no,9,no,no,cellular,11,aug,386,4,-1,0,unknown,50.53,Có mở
30,management,married,tertiary,no,131,yes,no,cellular,11,aug,384,6,-1,0,unknown,42.76,Không mở
33,management,single,tertiary,no,1120,no,no,cellular,11,aug,1070,2,-1,0,unknown,88.33,Có mở
57,housemaid,married,primary,no,2785,no,no,cellular,11,aug,610,4,-1,0,unknown,78.72,Có mở
33,management,single,tertiary,no,0,no,no,cellular,11,aug,699,7,-1,0,unknown,79.23,Có mở
35,management,married,tertiary,no,43,no,no,cellular,11,aug,917,4,-1,0,unknown,81.44,Có mở
53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown,70.49,Có mở
41,management,married,secondary,no,456,yes,no,cellular,11,aug,734,4,-1,0,unknown,80.36,Có mở
32,management,single,secondary,no,2018,no,no,cellular,11,aug,1238,1,-1,0,unknown,90.35,Có mở
41,management,married,tertiary,no,0,no,no,cellular,11,aug,1242,5,-1,0,unknown,84.25,Có mở
35,technician,single,secondary,no,354,no,no,cellular,11,aug,444,3,-1,0,unknown,71.01,Có mở
48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,418,5,-1,0,unknown,52.17,Có mở
34,management,married,tertiary,no,828,no,yes,cellular,11,aug,1080,3,-1,0,unknown,89.95,Có mở
47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,-1,0,unknown,77.27,Có mở
46,unemployed,married,secondary,no,2551,no,no,cellular,12,aug,645,2,-1,0,unknown,82.09,Có mở
60,retired,married,secondary,no,2722,no,no,cellular,12,aug,506,2,-1,0,unknown,79.31,Có mở
39,management,married,secondary,no,1880,no,no,cellular,12,aug,768,2,-1,0,unknown,82.34,Có mở
57,blue-collar,married,primary,no,2112,no,no,cellular,12,aug,1134,2,-1,0,unknown,85.41,Có mở
36,unemployed,divorced,secondary,no,871,no,no,cellular,12,aug,396,3,-1,0,unknown,62.0,Có mở
30,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,-1,0,unknown,72.72,Có mở
33,technician,married,secondary,no,3243,no,no,cellular,12,aug,439,4,-1,0,unknown,70.12,Có mở
30,management,married,tertiary,no,1567,yes,no,cellular,12,aug,1133,4,-1,0,unknown,87.6,Có mở
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,68.58,Có mở
49,blue-collar,married,primary,no,128,no,no,cellular,12,aug,696,2,-1,0,unknown,77.5,Có mở
49,blue-collar,married,secondary,no,553,no,no,cellular,12,aug,645,8,-1,0,unknown,77.29,Có mở
40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,-1,0,unknown,74.06,Có mở
49,blue-collar,married,primary,no,408,no,no,cellular,12,aug,559,4,-1,0,unknown,70.49,Có mở
38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,-1,0,unknown,87.3,Có mở
31,management,single,tertiary,no,1858,no,no,cellular,12,aug,453,3,-1,0,unknown,75.05,Có mở
34,management,married,tertiary,no,520,yes,no,cellular,12,aug,1307,4,-1,0,unknown,86.26,Có mở
39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1344,1,-1,0,unknown,87.24,Có mở
40,management,married,secondary,no,4396,no,no,cellular,12,aug,432,3,-1,0,unknown,71.7,Có mở
47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,86.58,Có mở
37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,83.5,Có mở
44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,88.08,Có mở
55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,-1,0,unknown,86.26,Có mở
40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,-1,0,unknown,83.23,Có mở
54,retired,married,primary,no,309,no,no,cellular,13,aug,969,2,-1,0,unknown,85.52,Có mở
35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown,83.95,Có mở
32,technician,single,tertiary,no,34646,no,no,telephone,13,aug,618,9,-1,0,unknown,82.7,Có mở
36,management,divorced,tertiary,no,59,no,no,cellular,13,aug,526,2,-1,0,unknown,72.07,Có mở
37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,unknown,87.08,Có mở
37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,-1,0,unknown,87.52,Có mở
50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown,82.09,Có mở
58,retired,married,tertiary,no,0,no,no,cellular,13,aug,641,4,-1,0,unknown,74.76,Có mở
52,technician,divorced,secondary,no,152,no,no,cellular,13,aug,404,6,-1,0,unknown,55.08,Có mở
31,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown,78.2,Có mở
40,management,married,tertiary,no,66,no,no,cellular,13,aug,737,4,-1,0,unknown,78.46,Có mở
34,management,single,tertiary,no,9827,yes,no,cellular,13,aug,871,4,-1,0,unknown,88.16,Có mở
53,services,married,secondary,no,6170,no,no,cellular,13,aug,838,4,-1,0,unknown,86.79,Có mở
43,management,married,tertiary,no,2383,no,no,cellular,13,aug,379,6,-1,0,unknown,64.64,Có mở
30,technician,single,tertiary,no,635,no,no,cellular,13,aug,851,8,-1,0,unknown,85.91,Có mở
34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown,86.51,Có mở
48,admin.,divorced,secondary,no,362,no,no,cellular,13,aug,529,1,-1,0,unknown,79.76,Có mở
33,management,married,tertiary,no,191,no,no,cellular,13,aug,1148,2,-1,0,unknown,85.64,Có mở
37,management,single,tertiary,no,455,yes,no,cellular,13,aug,904,6,-1,0,unknown,85.58,Có mở
57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,-1,0,unknown,84.45,Có mở
55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,79.26,Có mở
34,technician,married,tertiary,no,8029,yes,no,cellular,14,aug,593,4,-1,0,unknown,73.05,Có mở
44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,aug,552,2,-1,0,unknown,74.49,Có mở
35,management,single,tertiary,no,331,no,no,cellular,14,aug,857,2,-1,0,unknown,85.54,Có mở
34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,74.41,Có mở
49,services,married,secondary,no,1314,no,no,cellular,14,aug,834,14,-1,0,unknown,85.14,Có mở
30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,-1,0,unknown,86.41,Có mở
32,management,single,tertiary,no,20,no,no,cellular,14,aug,1151,2,-1,0,unknown,85.95,Có mở
56,blue-collar,married,primary,no,8163,no,no,cellular,14,aug,1231,4,-1,0,unknown,87.48,Có mở
50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,86.62,Có mở
32,technician,single,secondary,no,1732,yes,no,cellular,14,aug,1871,3,-1,0,unknown,88.68,Có mở
45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,unknown,77.22,Có mở
52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,-1,0,unknown,79.53,Có mở
60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,78.0,Có mở
47,management,married,tertiary,no,682,no,no,cellular,18,aug,638,6,-1,0,unknown,75.92,Có mở
32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,66.92,Có mở
55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,625,4,-1,0,unknown,76.8,Có mở
36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,85.89,Có mở
46,technician,married,secondary,no,1353,no,no,cellular,18,aug,528,5,-1,0,unknown,73.28,Có mở
55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,309,4,-1,0,unknown,32.98,Không mở
30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,-1,0,unknown,72.84,Có mở
54,blue-collar,married,secondary,no,548,no,no,cellular,18,aug,520,7,-1,0,unknown,69.56,Có mở
31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,-1,0,unknown,87.38,Có mở
46,technician,single,tertiary,no,4414,no,no,cellular,18,aug,504,7,-1,0,unknown,77.03,Có mở
