age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Xác suất mở (%),Dự đoán
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,96.89,Có mở
63,retired,married,tertiary,no,1795,no,no,cellular,7,sep,219,1,-1,0,unknown,90.03,Có mở
36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,94.09,Có mở
31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,1,94,3,success,97.04,Có mở
50,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,495,1,92,3,success,97.48,Có mở
33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,95.88,Có mở
24,technician,single,secondary,no,726,no,no,cellular,8,sep,445,2,-1,0,unknown,94.66,Có mở
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,98.11,Có mở
58,management,married,tertiary,no,1227,no,no,cellular,8,sep,400,2,95,1,success,95.59,Có mở
70,retired,married,primary,no,6538,no,no,cellular,9,sep,394,1,-1,0,unknown,92.19,Có mở
71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,91.57,Có mở
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,93.25,Có mở
46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other,92.31,Có mở
73,retired,married,primary,no,934,no,no,cellular,14,sep,961,5,-1,0,unknown,90.68,Có mở
49,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,722,1,-1,0,unknown,92.07,Có mở
56,services,married,secondary,no,654,no,no,cellular,15,sep,875,1,-1,0,unknown,92.27,Có mở
26,management,single,tertiary,no,362,no,no,cellular,15,sep,925,1,104,2,success,98.01,Có mở
40,technician,married,tertiary,no,1293,no,no,cellular,16,sep,1702,3,105,2,success,97.2,Có mở
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success,95.0,Có mở
26,management,single,tertiary,no,1646,no,no,cellular,18,sep,890,5,-1,0,unknown,94.45,Có mở
25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,90.17,Có mở
70,retired,married,tertiary,no,44,no,no,cellular,18,sep,1104,2,88,2,other,91.45,Có mở
83,retired,married,primary,no,425,no,no,telephone,22,sep,773,1,92,2,success,95.6,Có mở
45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,173,1,141,2,success,97.05,Có mở
37,admin.,single,tertiary,no,1000,yes,no,cellular,22,sep,239,1,99,2,success,95.87,Có mở
71,retired,divorced,secondary,no,4380,no,no,cellular,22,sep,369,1,-1,0,unknown,93.84,Có mở
27,management,single,tertiary,no,20585,no,no,cellular,23,sep,299,1,100,1,success,97.78,Có mở
42,management,divorced,tertiary,no,238,no,no,cellular,25,sep,692,1,-1,0,unknown,90.5,Có mở
61,management,married,tertiary,no,3371,no,no,cellular,28,sep,299,2,-1,0,unknown,90.71,Có mở
57,management,married,tertiary,no,10583,no,no,cellular,28,sep,341,3,98,3,success,96.42,Có mở
26,student,single,secondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,96.76,Có mở
37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,95.2,Có mở
28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,94.01,Có mở
54,management,married,tertiary,no,1464,no,no,cellular,2,oct,194,2,94,1,success,95.07,Có mở
54,management,married,tertiary,no,8295,no,no,cellular,2,oct,849,2,119,1,success,95.59,Có mở
36,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234,2,175,2,success,91.42,Có mở
58,retired,married,primary,no,565,no,no,telephone,8,oct,153,1,93,1,success,92.59,Có mở
33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,94.96,Có mở
27,admin.,married,secondary,no,3415,no,no,cellular,9,oct,266,3,184,1,success,96.1,Có mở
60,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261,1,187,1,success,96.34,Có mở
48,management,married,tertiary,no,1093,yes,yes,cellular,13,oct,1226,2,-1,0,unknown,92.24,Có mở
35,management,single,tertiary,no,2646,no,no,cellular,13,oct,221,1,182,1,success,95.86,Có mở
50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,-1,0,unknown,90.23,Có mở
30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,95.23,Có mở
77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,94.9,Có mở
50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,95.66,Có mở
73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,92.85,Có mở
76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,233,2,187,3,success,93.21,Có mở
39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success,93.26,Có mở
72,retired,married,primary,no,1388,no,no,telephone,20,oct,513,1,-1,0,unknown,91.64,Có mở
77,retired,married,unknown,no,1807,no,no,telephone,20,oct,373,1,-1,0,unknown,91.07,Có mở
65,retired,married,secondary,no,571,yes,no,cellular,20,oct,349,1,183,2,success,93.31,Có mở
54,technician,married,secondary,no,3994,no,yes,cellular,20,oct,595,2,187,2,success,93.48,Có mở
28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,93.9,Có mở
61,management,married,tertiary,no,267,no,no,cellular,21,oct,192,3,184,1,success,96.83,Có mở
53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure,94.65,Có mở
27,student,single,tertiary,no,1134,no,no,cellular,21,oct,825,1,183,4,success,98.36,Có mở
55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,2,184,1,success,94.59,Có mở
33,management,single,tertiary,no,6807,no,no,cellular,21,oct,512,2,184,1,success,95.58,Có mở
87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,1,-1,0,unknown,94.37,Có mở
33,self-employed,single,tertiary,no,658,yes,no,cellular,21,oct,307,1,208,1,success,91.75,Có mở
19,student,single,secondary,no,329,no,no,cellular,22,oct,252,2,-1,0,unknown,90.33,Có mở
68,retired,single,tertiary,no,2144,no,no,cellular,22,oct,277,1,184,2,success,97.01,Có mở
41,technician,single,tertiary,no,431,no,no,cellular,22,oct,133,1,107,2,success,94.71,Có mở
29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success,95.44,Có mở
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,97.57,Có mở
78,retired,married,unknown,no,4807,no,no,telephone,22,oct,1002,4,-1,0,unknown,94.27,Có mở
82,retired,married,primary,no,8603,no,no,cellular,22,oct,306,3,107,1,success,96.18,Có mở
76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,97.23,Có mở
60,technician,married,secondary,no,10925,no,no,cellular,23,oct,270,3,185,1,success,95.72,Có mở
43,technician,single,unknown,no,11115,no,no,cellular,23,oct,476,1,74,2,success,97.01,Có mở
33,management,married,tertiary,no,5878,no,no,cellular,23,oct,438,1,430,2,failure,95.79,Có mở
77,management,married,unknown,no,1780,yes,no,cellular,23,oct,221,2,183,3,success,91.31,Có mở
59,retired,married,primary,no,3648,no,no,telephone,23,oct,257,2,126,3,success,95.21,Có mở
73,retired,married,primary,no,542,no,no,cellular,26,oct,355,1,180,5,failure,90.05,Có mở
41,unknown,single,unknown,no,942,no,no,cellular,27,oct,143,1,188,1,success,96.23,Có mở
52,services,married,secondary,no,992,yes,no,cellular,27,oct,424,1,515,1,failure,93.3,Có mở
53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown,90.85,Có mở
60,admin.,married,unknown,no,4629,yes,no,cellular,27,oct,624,1,-1,0,unknown,92.38,Có mở
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,93.85,Có mở
75,self-employed,married,unknown,no,4984,no,no,telephone,28,oct,509,1,-1,0,unknown,94.61,Có mở
64,retired,married,secondary,no,4787,no,no,cellular,28,oct,501,1,-1,0,unknown,93.5,Có mở
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207,1,194,1,success,96.82,Có mở
30,management,single,tertiary,no,697,no,no,cellular,29,oct,215,3,80,5,success,96.19,Có mở
80,retired,married,primary,no,997,no,no,cellular,29,oct,746,2,86,1,other,93.56,Có mở
61,management,married,tertiary,no,477,yes,no,cellular,29,oct,377,1,520,1,other,93.5,Có mở
47,management,married,tertiary,no,3663,no,no,cellular,29,oct,424,2,213,3,success,95.05,Có mở
21,student,single,primary,no,8278,no,no,cellular,29,oct,445,1,-1,0,unknown,97.0,Có mở
36,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,640,1,-1,0,unknown,90.6,Có mở
61,retired,married,primary,no,8729,no,no,cellular,30,oct,480,1,-1,0,unknown,92.61,Có mở
22,student,single,secondary,no,1522,no,no,cellular,30,oct,368,2,-1,0,unknown,94.89,Có mở
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,nov,188,1,186,1,success,95.38,Có mở
48,management,married,secondary,no,0,yes,yes,cellular,3,nov,1233,1,351,2,failure,91.26,Có mở
67,retired,divorced,secondary,no,704,no,no,cellular,3,nov,537,1,-1,0,unknown,91.28,Có mở
64,management,married,unknown,no,2352,no,no,cellular,3,nov,181,4,183,7,success,95.82,Có mở
33,student,married,secondary,no,1536,no,no,cellular,9,nov,262,1,94,2,success,94.42,Có mở
32,management,single,tertiary,no,935,no,no,cellular,9,nov,165,1,91,7,success,93.4,Có mở
35,management,single,tertiary,no,1228,no,no,cellular,9,nov,696,2,88,12,failure,91.2,Có mở
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,93.41,Có mở
26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,1,195,1,success,95.17,Có mở
53,management,married,tertiary,no,1624,no,no,cellular,11,nov,166,3,97,7,success,91.97,Có mở
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,nov,172,1,91,5,success,91.07,Có mở
21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,97.59,Có mở
38,admin.,married,secondary,no,1767,yes,no,cellular,12,nov,893,7,-1,0,unknown,90.41,Có mở
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,94.41,Có mở
33,technician,married,secondary,no,133,no,no,cellular,12,nov,627,2,192,1,success,92.33,Có mở
27,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411,4,192,1,other,92.65,Có mở
71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,2,98,1,success,94.81,Có mở
18,student,single,primary,no,608,no,no,cellular,13,nov,210,1,93,1,success,97.1,Có mở
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,93.63,Có mở
61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,unknown,91.83,Có mở
36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,1,92,1,success,92.97,Có mở
56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,94.68,Có mở
27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,95.95,Có mở
37,technician,single,tertiary,no,197,no,no,cellular,16,nov,175,1,200,1,success,92.48,Có mở
28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,91.39,Có mở
72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,91,1,success,92.69,Có mở
58,technician,married,secondary,no,3399,no,no,telephone,30,nov,1628,2,188,8,success,94.94,Có mở
22,student,single,tertiary,no,691,no,no,cellular,30,nov,260,5,103,1,success,94.26,Có mở
28,admin.,married,secondary,no,330,no,no,cellular,2,dec,357,1,188,3,other,91.15,Có mở
29,technician,single,secondary,no,1165,no,no,cellular,3,dec,244,2,184,1,success,97.49,Có mở
36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,91.75,Có mở
68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,1,97,2,failure,90.4,Có mở
48,management,married,tertiary,no,1147,no,no,cellular,3,dec,155,1,120,3,success,96.66,Có mở
39,technician,married,secondary,no,2983,no,no,cellular,3,dec,472,1,-1,0,unknown,92.43,Có mở
28,services,single,secondary,no,339,no,no,cellular,3,dec,350,1,182,1,success,97.28,Có mở
72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,92.04,Có mở
49,management,married,tertiary,no,5887,no,no,cellular,4,dec,439,3,185,5,success,97.09,Có mở
43,management,single,tertiary,no,11891,no,no,cellular,4,dec,821,5,242,1,success,98.39,Có mở
44,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,92.52,Có mở
73,retired,divorced,primary,no,5028,no,no,cellular,4,dec,696,10,-1,0,unknown,96.24,Có mở
39,management,married,tertiary,no,481,no,no,cellular,7,dec,929,5,189,1,other,96.56,Có mở
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,95.05,Có mở
31,technician,married,secondary,no,684,yes,no,cellular,7,dec,620,3,-1,0,unknown,91.3,Có mở
42,management,married,tertiary,no,254,no,no,cellular,9,dec,288,7,183,4,success,94.76,Có mở
49,technician,married,secondary,no,307,no,no,cellular,9,dec,854,1,-1,0,unknown,95.28,Có mở
59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,479,2,-1,0,unknown,90.78,Có mở
86,retired,single,secondary,no,614,no,no,telephone,9,dec,595,1,-1,0,unknown,90.94,Có mở
79,retired,married,secondary,no,8304,no,no,cellular,9,dec,456,2,275,9,success,97.83,Có mở
69,retired,married,secondary,no,3588,yes,no,cellular,10,dec,429,1,-1,0,unknown,92.72,Có mở
66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,92.08,Có mở
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,95.97,Có mở
47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,94.4,Có mở
58,management,married,tertiary,no,256,no,no,cellular,10,dec,422,1,188,3,success,96.49,Có mở
72,retired,married,primary,no,3856,no,no,cellular,10,dec,582,4,115,1,other,95.66,Có mở
30,technician,married,secondary,no,2326,no,no,cellular,14,dec,420,1,175,2,failure,93.64,Có mở
36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,97.19,Có mở
29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,97.75,Có mở
81,retired,divorced,secondary,no,452,no,no,telephone,16,dec,443,1,-1,0,unknown,91.2,Có mở
57,retired,married,secondary,no,5313,no,no,cellular,16,dec,283,2,196,1,success,96.5,Có mở
72,retired,married,secondary,no,1533,no,no,cellular,16,dec,546,2,-1,0,unknown,94.5,Có mở
34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,96.08,Có mở
66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,726,3,-1,0,unknown,94.9,Có mở
27,student,single,secondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,97.25,Có mở
75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,91.06,Có mở
32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,322,1,189,1,success,92.43,Có mở
59,retired,married,primary,no,2074,no,no,cellular,21,dec,467,1,186,2,success,96.64,Có mở
68,retired,married,secondary,no,1443,no,no,telephone,21,dec,2062,2,257,1,success,92.24,Có mở
60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,98.15,Có mở
35,management,single,tertiary,no,538,no,no,cellular,22,dec,410,3,165,2,other,91.8,Có mở
72,retired,married,primary,no,4657,no,no,cellular,22,dec,305,3,309,5,success,97.13,Có mở
30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,1,203,1,success,94.05,Có mở
84,retired,married,secondary,no,81204,no,no,telephone,28,dec,679,1,313,2,other,93.35,Có mở
43,management,married,tertiary,no,3518,no,no,cellular,28,dec,206,2,196,2,success,97.19,Có mở
39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success,90.54,Có mở
25,technician,married,tertiary,no,2551,no,no,cellular,28,dec,400,3,-1,0,unknown,93.72,Có mở
38,admin.,married,secondary,no,11303,no,no,cellular,28,dec,473,2,216,2,failure,91.87,Có mở
44,management,married,unknown,no,2724,no,no,cellular,28,dec,893,1,-1,0,unknown,95.72,Có mở
20,student,single,unknown,no,755,no,no,cellular,29,dec,284,1,-1,0,unknown,91.93,Có mở
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,92.82,Có mở
23,services,single,secondary,no,870,no,no,cellular,29,dec,296,1,176,4,success,98.37,Có mở
35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370,3,209,3,success,98.29,Có mở
25,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,1,91,1,success,92.18,Có mở
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,92.95,Có mở
55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,92.78,Có mở
73,retired,married,primary,no,1388,no,no,telephone,11,jan,767,2,83,1,success,94.41,Có mở
31,technician,single,secondary,no,2544,no,no,cellular,12,jan,229,1,279,2,success,92.7,Có mở
21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,2,92,1,success,96.54,Có mở
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jan,260,1,194,2,success,91.92,Có mở
70,retired,divorced,primary,no,482,no,no,telephone,14,jan,372,1,196,2,success,93.01,Có mở
59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,92.67,Có mở
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,92.19,Có mở
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,93.33,Có mở
47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,262,1,91,1,success,92.07,Có mở
66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,94.06,Có mở
61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94,1,success,93.13,Có mở
38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,1,202,2,success,90.95,Có mở
81,retired,married,primary,no,243,no,no,cellular,27,jan,340,1,92,1,success,91.29,Có mở
42,unknown,single,unknown,no,942,no,no,cellular,27,jan,245,1,92,2,success,90.38,Có mở
61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,91.6,Có mở
20,student,single,unknown,no,829,no,no,cellular,27,jan,196,3,202,2,success,95.77,Có mở
36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93,1,success,93.66,Có mở
33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83,3,success,92.45,Có mở
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,success,95.65,Có mở
77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,-1,0,unknown,90.4,Có mở
66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,91.03,Có mở
72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82,3,success,94.23,Có mở
78,retired,married,unknown,no,4807,no,no,telephone,3,feb,892,2,104,4,success,95.57,Có mở
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,92,1,success,90.57,Có mở
55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,2,94,3,success,92.33,Có mở
80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,92.92,Có mở
25,management,married,unknown,no,448,no,no,cellular,5,feb,151,1,297,1,success,90.29,Có mở
67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,2,97,1,success,93.05,Có mở
30,management,married,tertiary,no,1996,no,no,cellular,8,feb,1133,3,101,1,other,92.39,Có mở
22,student,single,secondary,no,216,no,no,cellular,8,feb,363,1,187,1,success,95.79,Có mở
33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,1,92,3,success,93.81,Có mở
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,97.05,Có mở
53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92,1,success,90.15,Có mở
23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,93.93,Có mở
61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,93.95,Có mở
54,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,1,91,3,success,92.54,Có mở
27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,97.1,Có mở
77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,93.74,Có mở
76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90,4,success,96.68,Có mở
59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,1,183,7,success,90.13,Có mở
35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183,1,success,91.69,Có mở
60,retired,married,secondary,no,523,no,no,cellular,11,feb,467,1,182,3,success,91.56,Có mở
57,retired,married,primary,no,9367,no,no,cellular,11,feb,981,1,90,6,success,97.75,Có mở
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,91.1,Có mở
34,management,single,tertiary,no,13014,no,no,cellular,12,feb,637,1,183,1,success,96.03,Có mở
41,management,married,tertiary,no,27696,no,no,cellular,12,feb,138,2,184,3,success,93.57,Có mở
21,student,single,secondary,no,123,no,no,telephone,12,feb,379,5,93,2,success,90.54,Có mở
54,technician,married,secondary,no,10185,no,no,cellular,12,feb,251,1,186,3,success,94.33,Có mở
29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success,93.6,Có mở
38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,182,2,success,94.44,Có mở
37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,92.44,Có mở
23,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success,96.06,Có mở
58,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,1,91,4,success,91.75,Có mở
30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,1,95,2,success,95.19,Có mở
23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,1,91,1,success,96.44,Có mở
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,15,feb,394,3,189,1,success,96.85,Có mở
27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,94.65,Có mở
35,management,single,tertiary,no,681,no,no,cellular,18,feb,737,1,561,2,success,96.14,Có mở
66,retired,married,secondary,no,2326,no,yes,cellular,18,feb,232,1,181,1,success,95.48,Có mở
38,management,single,tertiary,no,455,yes,no,cellular,19,feb,255,2,555,6,success,91.69,Có mở
47,admin.,married,secondary,no,368,no,no,cellular,23,feb,269,1,187,5,success,91.39,Có mở
20,student,single,secondary,no,215,no,no,cellular,24,feb,175,1,92,6,success,96.78,Có mở
60,admin.,married,secondary,no,106,no,no,cellular,24,feb,137,1,187,4,success,90.65,Có mở
70,retired,married,primary,no,2346,no,no,cellular,24,feb,694,1,184,5,failure,94.48,Có mở
61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,93.13,Có mở
63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,388,1,success,97.49,Có mở
59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1422,1,461,1,failure,90.47,Có mở
22,student,single,secondary,no,948,no,no,telephone,25,feb,169,1,191,3,success,95.54,Có mở
52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,186,6,success,94.85,Có mở
71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,93.2,Có mở
30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,1,191,3,success,94.91,Có mở
73,retired,married,unknown,no,519,no,no,telephone,26,feb,270,3,133,2,success,91.68,Có mở
28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,1,89,11,failure,93.65,Có mở
27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,97.0,Có mở
37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,95.25,Có mở
25,student,single,secondary,no,154,no,no,cellular,3,mar,141,1,180,2,failure,91.0,Có mở
90,retired,divorced,primary,no,712,no,no,telephone,3,mar,557,1,-1,0,unknown,92.75,Có mở
29,student,single,unknown,no,7585,no,no,cellular,3,mar,145,2,198,1,failure,91.37,Có mở
32,management,single,tertiary,no,354,no,no,cellular,4,mar,177,2,133,5,other,91.64,Có mở
42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,1,87,4,failure,93.77,Có mở
26,admin.,single,tertiary,no,760,yes,no,cellular,4,mar,456,2,281,5,success,95.28,Có mở
73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,94.47,Có mở
26,student,single,secondary,no,5296,no,no,cellular,5,mar,229,1,205,1,failure,93.88,Có mở
25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,418,1,-1,0,unknown,93.88,Có mở
64,retired,married,tertiary,no,1644,no,no,telephone,5,mar,341,4,179,4,success,97.04,Có mở
68,retired,married,primary,no,451,no,no,cellular,5,mar,373,1,-1,0,unknown,91.92,Có mở
40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,219,1,91,6,other,93.64,Có mở
36,services,married,secondary,no,52,yes,no,cellular,5,mar,498,2,179,7,success,95.96,Có mở
33,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,96.77,Có mở
83,retired,married,tertiary,no,4761,no,no,telephone,8,mar,659,1,-1,0,unknown,92.7,Có mở
64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,409,1,-1,0,unknown,93.14,Có mở
59,unemployed,married,secondary,no,957,no,no,cellular,8,mar,301,1,89,2,success,97.36,Có mở
35,management,married,tertiary,no,2161,no,no,cellular,9,mar,139,2,181,3,success,95.72,Có mở
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,97.08,Có mở
31,management,single,tertiary,no,147,no,no,cellular,9,mar,469,1,181,2,success,96.93,Có mở
35,technician,married,secondary,no,294,yes,no,cellular,9,mar,301,1,90,4,success,95.35,Có mở
28,management,single,tertiary,no,1825,no,no,cellular,9,mar,236,1,-1,0,unknown,92.52,Có mở
34,management,married,tertiary,no,158,no,no,cellular,9,mar,212,3,181,6,success,97.4,Có mở
33,management,married,tertiary,no,0,yes,no,cellular,9,mar,305,1,326,1,success,93.1,Có mở
36,services,married,secondary,no,4721,no,no,cellular,9,mar,288,2,90,3,success,95.46,Có mở
44,management,married,unknown,no,282,no,no,cellular,9,mar,700,2,154,3,success,98.03,Có mở
19,student,single,unknown,no,108,no,no,cellular,9,mar,273,2,182,1,success,98.57,Có mở
28,management,single,tertiary,no,187,no,no,cellular,9,mar,295,1,-1,0,unknown,91.16,Có mở
51,blue-collar,married,primary,no,3764,no,no,telephone,9,mar,450,3,181,6,success,95.37,Có mở
52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,436,2,182,1,success,96.42,Có mở
39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,478,3,failure,93.41,Có mở
80,retired,married,primary,no,155,no,no,telephone,12,mar,290,1,93,2,success,96.01,Có mở
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,97.69,Có mở
74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,96.84,Có mở
35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,427,1,181,3,success,97.18,Có mở
